0,79,73,64,30
20614,73,64,31
20618,73,64,31
20623,73,65,31
20628,73,64,32
0,57,60,24
4,57,51,18
9,57,45,13
13,57,36,9
18,57,31,5
23,57,24,3
27,57,19,1
32,57,14,0
36,57,14,0
41,57,14,0
46,57,14,0
51,57,14,0
55,57,14,0
60,57,14,0
64,57,14,0
69,57,14,0
73,57,14,0
78,57,14,0
82,57,14,0
88,57,14,0
92,57,14,0
97,57,14,0
101,57,14,0
106,57,14,0
111,57,14,0
115,57,14,0
120,57,14,0
124,57,14,0
130,57,14,0
134,57,14,0
139,57,14,0
144,57,14,0
148,57,14,0
153,57,14,0
157,57,14,0
162,57,14,0
166,57,14,0
172,57,14,0
177,57,14,0
181,57,14,0
186,57,14,0
190,57,14,1
195,57,14,0
199,57,14,0
204,57,14,0
209,57,14,0
214,57,14,0
219,57,14,0
223,57,14,0
228,57,14,0
232,57,14,0
237,57,14,0
241,57,14,0
246,57,15,0
251,57,14,0
256,57,14,0
261,57,14,0
265,57,14,0
270,57,14,0
274,57,14,0
279,57,14,0
284,57,14,0
288,57,14,0
293,57,14,0
297,57,14,0
303,57,14,0
307,57,14,0
312,57,14,0
317,57,14,0
321,57,14,0
326,57,14,0
330,57,14,0
335,57,14,0
339,57,14,0
345,57,14,0
349,57,14,0
354,57,14,0
359,57,14,0
363,57,14,0
368,57,14,0
372,57,14,0
377,57,14,0
381,57,14,0
387,57,14,0
392,57,14,0
396,57,14,0
401,57,14,0
405,57,14,0
410,57,14,0
414,57,14,0
419,57,14,0
424,57,14,0
429,57,14,0
434,57,14,0
438,57,14,0
443,57,14,0
447,57,14,0
452,57,14,0
457,57,14,0
461,57,14,0
466,57,14,0
471,57,14,0
476,57,14,0
480,57,14,0
485,57,14,0
489,57,14,0
494,57,14,0
499,57,14,0
503,57,14,0
508,57,14,0
513,57,14,0
518,57,14,0
522,57,14,0
527,57,14,0
532,57,14,0
536,57,14,0
541,57,14,0
545,57,14,0
550,57,14,0
555,57,14,0
560,57,14,0
565,57,13,0
569,57,14,0
574,57,14,0
578,57,14,0
583,57,14,0
587,57,14,0
592,57,14,0
596,57,14,0
602,57,14,0
607,57,14,0
611,57,14,0
616,57,14,0
620,57,14,0
625,57,14,0
629,57,14,0
634,57,14,0
640,57,14,0
644,57,14,0
649,57,14,0
653,57,14,0
658,57,14,0
662,57,14,0
667,57,15,0
672,57,14,0
676,57,14,0
681,57,14,0
686,57,14,0
691,57,14,0
695,57,14,0
700,57,14,0
705,57,14,0
709,57,14,0
714,57,14,0
718,57,14,0
723,57,14,0
728,57,14,0
733,57,14,0
737,57,14,0
742,57,14,0
747,57,14,0
751,57,14,0
756,57,14,0
760,57,14,0
765,57,14,0
770,57,14,0
775,57,14,0
780,57,14,0
784,57,14,0
789,57,14,0
793,57,14,0
798,57,14,0
802,57,14,0
807,57,14,0
813,57,15,0
817,57,14,0
822,57,14,0
826,57,14,0
831,57,14,0
835,57,14,0
840,57,14,0
845,57,14,0
849,57,14,0
855,57,13,0
859,57,14,0
864,57,14,0
868,57,14,0
873,57,14,0
877,57,14,0
882,57,14,0
887,57,14,0
891,57,14,0
897,57,14,0
901,57,14,1
906,57,14,0
910,57,14,0
915,57,14,1
920,57,14,0
924,57,14,0
929,57,14,0
933,57,14,0
939,57,14,0
943,57,14,0
948,57,14,0
953,57,14,0
957,57,15,0
962,57,14,0
966,57,14,0
971,57,14,0
975,57,14,0
980,57,14,0
985,57,14,0
990,57,14,0
995,57,14,0
999,57,13,0
1004,57,14,0
1008,57,14,0
1013,57,14,0
1018,57,14,0
1022,57,14,0
1028,57,14,0
1032,57,14,0
1037,57,14,0
1042,57,14,0
1046,57,14,0
1051,57,14,0
1055,57,14,0
1060,57,14,0
1065,57,14,0
1070,57,14,0
1075,57,14,0
1080,57,14,0
1084,57,14,0
1089,57,14,0
1093,57,14,0
1098,57,13,1
1103,57,14,0
1107,57,14,0
1113,57,14,0
1117,57,14,0
1122,57,14,0
1127,57,14,0
1131,57,14,0
1136,57,14,0
1140,57,14,0
1145,57,14,0
1150,57,14,0
1155,57,13,0
1160,57,14,0
1165,57,14,0
1169,57,13,0
1174,57,14,0
1178,57,14,0
1183,57,14,0
1188,57,14,0
1192,57,13,0
1198,57,14,0
1202,57,14,0
1207,57,14,0
1212,57,14,0
1216,57,14,0
1221,57,14,0
1225,57,14,0
1230,57,14,0
1235,57,14,0
1240,57,14,0
1245,57,14,0
1250,57,15,0
1254,57,14,0
1259,57,14,0
1263,57,14,0
1268,57,14,0
1273,57,14,0
1277,57,14,0
1283,57,14,0
1287,57,14,0
1292,57,14,0
1297,57,14,0
1301,57,14,0
1306,57,14,0
1311,57,14,0
1315,57,14,0
1320,57,14,0
1325,57,14,0
1330,57,14,0
1335,57,14,0
1339,57,14,0
1344,57,14,0
1348,57,14,0
1353,57,14,0
1358,57,14,0
1362,57,14,0
1368,57,14,0
1372,57,14,0
1377,57,14,0
1382,57,14,0
1386,57,14,0
1391,57,14,0
1395,57,14,0
1400,57,14,0
1405,57,14,0
1410,57,14,0
1415,57,14,0
1420,57,14,0
1424,57,14,0
1429,57,14,0
1433,57,15,0
1438,57,14,0
1443,57,14,0
1447,57,14,0
1453,57,14,0
1457,57,14,0
1462,57,14,0
1467,57,14,0
1471,57,14,0
1476,57,14,0
1480,57,14,0
1485,57,14,0
1490,57,14,0
1495,57,14,0
1500,57,14,0
1505,57,14,0
1509,57,13,1
1514,57,14,0
1518,57,14,0
1523,57,14,0
1528,57,14,0
1532,57,13,0
1538,57,14,0
1542,57,14,0
1547,57,14,0
1552,57,14,0
1556,57,14,0
1561,57,14,0
1566,57,14,0
1570,57,14,0
1575,57,14,0
1580,57,14,0
1585,57,14,0
1590,57,14,0
1594,57,14,0
1599,57,14,0
1603,57,14,0
1608,57,14,0
1613,57,14,0
1617,57,14,0
1623,57,14,0
1627,57,14,0
1632,57,14,0
1637,57,14,0
1641,57,14,0
1646,57,14,0
1651,57,14,0
1655,57,14,0
1660,57,14,0
1665,57,14,0
1670,57,14,1
1675,57,14,0
1679,57,14,0
1684,57,15,0
1688,57,14,0
1693,57,14,0
1698,57,14,0
1702,57,14,0
1708,57,14,0
1712,57,14,0
1717,57,14,0
1722,57,14,0
1726,57,14,0
1731,57,14,0
1736,57,14,0
1740,57,14,0
1745,57,14,0
1750,57,14,0
1755,57,14,0
1760,57,14,0
1764,57,13,0
1769,57,14,0
1773,57,14,0
1778,57,14,0
1783,57,14,0
1787,57,14,0
1793,57,14,0
1797,57,14,0
1802,57,14,0
1807,57,14,0
1811,57,14,0
1816,57,14,0
1821,57,14,0
1825,57,14,0
1830,57,14,0
1835,57,14,0
1840,57,14,0
1845,57,14,0
1849,57,14,0
1854,57,14,0
1858,57,14,0
1863,57,14,0
1868,57,14,0
1872,57,14,0
1878,57,14,0
1882,57,13,0
1887,57,14,0
1892,57,14,0
1896,57,14,0
1901,57,14,0
1906,57,14,0
1910,57,14,0
1915,57,14,0
1920,57,14,0
1925,57,14,0
1930,57,14,0
1934,57,14,1
1939,57,14,0
1943,57,14,0
1948,57,14,0
1953,57,14,0
1957,57,14,0
1963,57,14,0
1968,57,14,0
1972,57,14,0
1977,57,14,0
1981,57,14,0
1986,57,14,0
1991,57,14,0
1995,57,14,0
2000,57,14,0
2004,57,14,0
2010,57,14,0
2015,57,14,0
2019,57,14,0
2024,57,14,0
2028,57,14,0
2033,57,14,0
2038,57,14,0
2042,57,14,0
2048,57,14,0
2053,57,14,0
2057,57,14,0
2062,57,14,0
2066,57,14,0
2071,57,14,0
2076,57,14,0
2080,57,14,0
2085,57,14,0
2089,57,14,0
2095,57,14,0
2100,57,14,0
2104,57,14,0
2109,57,14,0
2113,57,14,0
2118,57,14,0
2123,57,14,0
2127,57,14,0
2132,57,14,0
2138,57,14,0
2142,57,14,0
2147,57,14,0
2151,57,14,0
2156,57,14,0
2161,57,14,0
2165,57,14,0
2170,57,14,0
2174,57,14,0
2180,57,14,0
2185,57,14,0
2189,57,14,0
2194,57,13,0
2199,57,14,0
2203,57,14,0
2208,57,14,0
2212,57,14,0
2217,57,14,0
2223,57,14,0
2227,57,14,0
2232,57,14,0
2236,57,14,0
2241,57,14,0
2246,57,14,0
2250,57,14,0
2255,57,14,0
2259,57,14,0
2265,57,14,0
2270,57,14,0
2274,57,14,0
2279,57,14,0
2284,57,14,0
2288,57,14,0
2293,57,14,0
2297,57,14,0
2302,57,14,0
2308,57,14,0
2312,57,14,0
2317,57,14,0
2321,57,14,0
2326,57,14,0
2331,57,14,0
2335,57,14,0
2340,57,14,0
2345,57,14,0
2350,99,18,3
2355,99,26,6
2359,99,34,11
2364,99,39,15
2369,99,51,22
2373,99,56,29
2378,99,66,37
2383,99,73,45
2387,99,83,52
2393,99,91,60
2398,99,98,70
2402,99,107,79
2407,99,114,89
2412,99,122,95
2416,99,125,107
2421,99,138,117
2426,99,145,128
2432,99,153,139
2436,99,160,143
2441,99,160,144
2446,99,160,144
2451,99,160,143
2455,99,160,143
2460,99,160,143
2465,99,160,144
2470,99,160,144
2475,99,160,143
2480,99,160,143
2485,99,160,142
2490,99,160,143
2494,99,160,143
2499,99,160,144
2504,99,160,144
2509,99,160,143
2513,99,160,144
2519,99,160,143
2524,99,160,144
2529,99,160,143
2533,99,160,144
2538,99,160,143
2543,99,160,144
2547,99,160,144
2552,99,160,144
2557,99,160,144
2563,99,160,144
2567,99,160,143
2572,99,160,144
2577,99,160,143
2582,99,160,143
2586,99,160,144
2591,99,160,144
2596,99,160,143
2601,99,160,143
2606,99,160,144
2611,99,160,144
2616,99,160,143
2621,99,160,143
2625,99,160,143
2630,99,160,144
2635,99,160,143
2640,99,160,144
2644,99,160,143
2650,99,160,143
2655,99,160,143
2660,99,160,143
2664,99,160,143
2669,99,160,143
2674,99,160,143
2679,99,160,143
2683,99,160,143
2689,99,160,143
2694,99,160,143
2698,99,160,143
2703,99,160,143
2708,99,160,143
2713,99,160,144
2717,99,160,143
2722,99,161,143
2727,99,160,143
2733,99,160,143
2737,99,160,143
2742,99,160,143
2747,99,160,143
2752,99,160,143
2756,99,160,143
2761,99,160,143
2766,99,160,143
2771,99,160,143
2776,99,160,143
2781,99,160,143
2786,99,160,143
2791,99,160,143
2795,99,160,143
2800,99,160,143
2805,99,160,143
2810,99,160,143
2814,99,160,143
2820,99,160,143
2825,99,160,143
2830,99,160,143
2834,99,160,143
2839,99,160,143
2844,99,160,143
2848,99,160,143
2853,99,160,143
2859,99,160,143
2864,99,161,143
2868,99,160,143
2873,99,160,143
2878,99,160,143
2883,99,160,143
2887,99,160,143
2892,99,160,143
2897,99,160,143
2903,99,160,143
2907,99,160,143
2912,99,160,143
2917,99,160,143
2922,99,160,144
2926,99,160,143
2931,99,160,143
2936,99,160,143
2941,99,160,143
